text,label
of course i do  im not back in london until the end of the month though,1
this playlist of indonesian musicians in my ipod is rlly rlly nice tompi the groove maliq st night sister duke etc no alay thx,1
only  eps left of harpers island,0
arent the st morning tweets the most excitables,1
goooood twiggglinasssssss prayyy  me n these crampsssss,0
one year down the rest of our lives to go,1
wtf weird i got home and no one is here plus i realized that my whole check is going to pay for tuition  fml,0
i thing arnolds performance was outstanding,1
not when the gunners lost,0
thankyou,1
i cant believe this i went to school with her i think she just had a baby too,0
lets hope team archie will be gifting but you will need an itunes account,1
listening to fairytale by alexander rybak   and im really in love with him and his song  lt,1
wondering what to waste my time with,1
im mo nudge you again better watch out,1
come to our free show at the grove in la this friday june th for mitchel mussos album release party,1
are you getting it at midnight,1
hey testing out twittermail,1
id say mark woud be goofy shane be peppe pig kian wud be bob the builder p im so bord,0
sounds wicked  is such a good friend to you haha reckon i will watch transformers on sunday after work,0
ps i got those shoes at building  sooo long ago just for running and now im finally using them,1
sad as it may seem im so horrible with names that working here  night a week i dont know all the people  whats he look like,0
dreams last night  involved zombies  i did not enjoy those ones particularly the one that put me inside resident evil cries,0
hey toy if theres a youtube link can u paste it bcuz i can play embedded vids from my phone,0
i have the hiccups,0
saw ulu on th by merch hadnt heard of you guys before but im totally bought how did you like the uk,1
thanks for making me feel so loved today friendlies,1
goood morning,1
holy shit  what happened,0
woman u better be payin attention,1
get  followers a day using wwwtweeterfollowcom once you add everyone you are on the train or pay vip,1
has figured out how to properly iron shirts by some miracle,1
is heading back home this afternoon after a great weekend up here,1
got my ears repierced and shopping done with mama and sis,1
will hafta cut down on the clubbing once summerjobemployed  how heartbreaking,0
everyone is looking forward to the weekend our work here is nearly done  minutes to the bud flows have a good one,1
thank you but that is a luxury right now  how is your moving coming along,0
some people see things and say quot whyquotbut i dream things that have yet to be and i say quot why not quot  dont let your dreams elude you,1
haha thats a cool way to spend a weekend oh and y r u sad,0
i heard about it its scary i just hope that evrry is ok with minor injuries,0
troubles with internet,0
ugh george lopez isnt on  iam off to bed then goodnight twitter babes,0
stephen just exploded my lemony water,0
yrs ago today the greatest grandpa in the world left my side    i miss u so much welito,0
finally got some sleep hallelujah now getting ready for work,0
i think my face has been a little too heated  im not bringing out the fan just yet though,0
what a fun night it was,1
i must come visit sometime then,1
script utk slideshow image sok aja cek linknya kewl pokoknya mah hehe,1
bummer  i didnt really pay attention that it was a new tour book or i would have bought oneoh well this sunday,0
okay so theyre starting now ish button starting  on six,0
when i try and click enter to win it was saying technical error now it wont load,0
thinking of quitting smoking then join  on the,1
mission statement or something like that   psykoidcom,1
omg i want food im gonna be here forever,0
see you bright and early then,1
good to see you here too  and youve inspired me with stot,1
a great thank you to  for the background,1
i hope cappie chooses casey i hate the fact that i have to wait  months before i found out,0
lol aww    that sucks  good luck anyways,0
out with macinac he just got a bathhh,1
a twitter gathering wow shall we bring our twittering devices,1
mmm sauna house  it freezing outsideee,1
ahhhhhhhhhhhhhhhh i forgot my chapstick   so sad boo,0
feathers away in bournemouth all week miss him terribly,0
stockings are bloody itchy listening to miley hopes elyse had a bad day  jks hehe,1
i was gonna tell u be im not coming back till friday  im gonna come visit when i get back,0
thanks,1
hey good to see u here i wish to tho got a lot of problems  sigh sigh sigh now focus on alevel st lol,0
yeah its sad,0
im now working my way through the other vids,1
via  been checking out the gems again,1
huh no camels yet hmm what about a monkey come on swing over onto my page i have a banana for you,1
so lynn said you guys were considering houston  please,1
i wanna be there lol,1
good job  so pretty,1
back from the beach  miss it in orlando now gunna chillout tonighthopefully have a lill fun hehe if im not too sick,0
on the phone with my baby i miss him so much,0
cant wait to see him,1
wasting some time and avoiding real life at the moment sick of school work and still have more too do,0
and so my weekend finally begins out to dinner with the boyfriend tonight,1
when talking about peter and london makes me miss london last summer so much,0
go vote for  for the mtv movie awards,1
cant drink gin  got absolutely paralytic on it when i was  and never touched it since smell turns my stomach,0
call me if you need help with the basement  but i will be gone the whole next weekso call me if u wanna do it this week,1
still sorting out the laptop after the restore to factory,0
were open sundays now through labor day ampm,1
for the record no i am not a quotgrilldaddyquot just in case you were wondering,1
morning tweeps naughty twitter amp all things pastry filled kept me from my work yesterday tweeting to be monitored todaysorry,0
lunch soon then night at the museum  with my little brothers,1
how many days until i see you,0
yeah glad youre infection isnt too bad hope it stays that way,1
its hard to tell without seeing the code  re indesign just being naughty,1
ended up staying in with the big  it was perfect  lt now sleeping in the dorms,1
today is not much fun but tomorrow will be much better even if i do have to clean the flat cos get to see people in the afternoon,1
sorry lol ive got a bit of a headache,1
going to the hard rock hotel in hollywood florida tonight  sooo excited,1
davids tweets made my day,1
